Name,Repository,Category,TagName,TagLastPushed,TagDigest,TagSize,StarCount,PullCount,DateDownloaded,SubCategories
Name,Repository,Category,TagName,TagLastPushed,TagDigest,TagSize,StarCount,PullCount,DateDownloaded,SubCategories
yourls,library,Official,1.9.2-fpm,2024-06-07T07:35:18Z,sha256:06bdcb6899de41034af8ddc547225856e077b1d1e41e27d88bb7d3f00614a563,178931120,288,21258156,0001-01-01T00:00:00Z,content-management-system
yourls,library,Official,1.9.2-apache,2024-06-07T07:35:15Z,sha256:c467b2052573917ae57ab39d6ef12deb565e159819a1e73c28e727eb91c73dd1,182903001,288,21258156,0001-01-01T00:00:00Z,content-management-system
yourls,library,Official,1.9.2,2024-06-07T07:35:11Z,sha256:c467b2052573917ae57ab39d6ef12deb565e159819a1e73c28e727eb91c73dd1,182903001,288,21258156,0001-01-01T00:00:00Z,content-management-system
alt,library,Official,sisyphus,2024-05-06T19:48:57Z,sha256:eda439c60298450f56f026bd108e84184b00abc6880562b2fc9d12610f07eb45,42194830,63,711864,0001-01-01T00:00:00Z,operating-systems
alt,library,Official,p10,2024-05-06T19:48:52Z,sha256:aaddacc787afa546cc03a252adf9799d48f7a0498ecb46ea0d477642b03018eb,43995139,63,711864,0001-01-01T00:00:00Z,operating-systems
alt,library,Official,p9,2023-09-26T01:07:42Z,sha256:6e22e9d79d1e1329e9d4817a4f03fbf9bc651a0a3f1691c751031379722c29bf,43153381,63,711864,0001-01-01T00:00:00Z,operating-systems
alt,library,Official,p8,2021-08-04T23:03:10Z,,35777561,63,711864,0001-01-01T00:00:00Z,operating-systems
amazoncorretto,library,Official,8u412-al2023-jre,2024-06-05T03:22:09Z,sha256:000f9173cec9ab69fcc3d43364db132e0cbf93def1eaa7bf6d94b3da9396ef61,330625644,397,85693617,0001-01-01T00:00:00Z,languages-and-frameworks
amazoncorretto,library,Official,8u412-al2023,2024-06-05T03:22:08Z,sha256:000f9173cec9ab69fcc3d43364db132e0cbf93def1eaa7bf6d94b3da9396ef61,330625644,397,85693617,0001-01-01T00:00:00Z,languages-and-frameworks
amazoncorretto,library,Official,8u412-al2-native-jre,2024-06-05T03:22:07Z,sha256:598e657328c8ee6b56037e1a5e70913ddecbc1b9f13f11f8cb33cd5b96302d52,171810704,397,85693617,0001-01-01T00:00:00Z,languages-and-frameworks
amazoncorretto,library,Official,8u412-al2-native-jdk,2024-06-05T03:22:05Z,sha256:8539d9ba48f36a6de8bb42c8cddc45736ac99265ec52f0243566247a1e146b8d,187957002,397,85693617,0001-01-01T00:00:00Z,languages-and-frameworks
amazoncorretto,library,Official,8u412-al2-generic,2024-06-05T03:22:03Z,sha256:7188bc083325e5865c9899c4bb5cabb3a866eeb7ff8164a127857d60ad744379,138185935,397,85693617,0001-01-01T00:00:00Z,languages-and-frameworks
postfixadmin,library,Official,fpm,2024-06-07T07:32:21Z,sha256:b31d00e876b481824da7f2b35107110315ae474f234644b11190e7062e10fde2,177512861,193,5231400,0001-01-01T00:00:00Z,developer-tools
postfixadmin,library,Official,apache,2024-06-07T07:32:17Z,sha256:399f4a53b904c53e03f0caf0f3dea3f5618ed737c7541ca69cd7bcd19d1a5b45,181532337,193,5231400,0001-01-01T00:00:00Z,developer-tools
postfixadmin,library,Official,3.3.13-fpm,2024-06-07T07:32:13Z,sha256:b31d00e876b481824da7f2b35107110315ae474f234644b11190e7062e10fde2,177512861,193,5231400,0001-01-01T00:00:00Z,developer-tools
postfixadmin,library,Official,3.3.13-apache,2024-06-07T07:32:10Z,sha256:399f4a53b904c53e03f0caf0f3dea3f5618ed737c7541ca69cd7bcd19d1a5b45,181532337,193,5231400,0001-01-01T00:00:00Z,developer-tools
postfixadmin,library,Official,3.3.13,2024-06-07T07:32:07Z,sha256:399f4a53b904c53e03f0caf0f3dea3f5618ed737c7541ca69cd7bcd19d1a5b45,181532337,193,5231400,0001-01-01T00:00:00Z,developer-tools
fluentd,library,Official,v1.16.2-debian-1.1,2024-05-30T20:28:26Z,sha256:6b4b05e96dbbae4c26b33712f7456f369570ae0c8cf4f077ad0ade5ab4e849cf,101283905,194,11490508,0001-01-01T00:00:00Z,monitoring-and-observability
fluentd,library,Official,v1.16-debian-1,2024-05-30T20:28:22Z,sha256:6b4b05e96dbbae4c26b33712f7456f369570ae0c8cf4f077ad0ade5ab4e849cf,101283905,194,11490508,0001-01-01T00:00:00Z,monitoring-and-observability
fluentd,library,Official,v1.16.2-1.1,2024-04-18T23:28:38Z,sha256:6b4f3d80b3725fea379d57f9822a7091ffb211c9bfa5a3b136f7980328a44d8e,25125598,194,11490508,0001-01-01T00:00:00Z,monitoring-and-observability
fluentd,library,Official,v1.16-1,2024-04-18T23:28:29Z,sha256:6b4f3d80b3725fea379d57f9822a7091ffb211c9bfa5a3b136f7980328a44d8e,25125598,194,11490508,0001-01-01T00:00:00Z,monitoring-and-observability
