Name,Repository,Category,TagName,TagLastPushed,TagDigest,TagSize,StarCount,PullCount,DateDownloaded
Name,Repository,Category,TagName,TagLastPushed,TagDigest,TagSize,StarCount,PullCount,DateDownloaded
nginx-prometheus-exporter,nginx,Verified,1.2.0,2024-05-29T15:02:20Z,sha256:e42144361f6f4750380165f91a7be7f04ac705d4c201f3b023a68b8cf1f4be79,4221269,41,75214048,0001-01-01T00:00:00Z
node-exporter,bitnami,Verified,sha256-4e99755d9e726296f305a0c30f619e152428da663b762f6b28ba536e2d7acc3f,2024-05-22T08:23:26Z,sha256:be4f04129ada7e3b88611e4fd5d2bb2788f364f532ccc8bd273dab03ce311f2e,7967,20,74975493,0001-01-01T00:00:00Z
node-exporter,bitnami,Verified,1.8.1-debian-12-r0,2024-05-22T08:23:24Z,sha256:4e99755d9e726296f305a0c30f619e152428da663b762f6b28ba536e2d7acc3f,51181212,20,74975493,0001-01-01T00:00:00Z
node-exporter,bitnami,Verified,1.8.1,2024-05-22T08:23:24Z,sha256:4e99755d9e726296f305a0c30f619e152428da663b762f6b28ba536e2d7acc3f,51181212,20,74975493,0001-01-01T00:00:00Z
node-exporter,bitnami,Verified,1-debian-12,2024-05-22T08:23:23Z,sha256:4e99755d9e726296f305a0c30f619e152428da663b762f6b28ba536e2d7acc3f,51181212,20,74975493,0001-01-01T00:00:00Z
node-exporter,bitnami,Verified,1,2024-05-22T08:23:23Z,sha256:4e99755d9e726296f305a0c30f619e152428da663b762f6b28ba536e2d7acc3f,51181212,20,74975493,0001-01-01T00:00:00Z
pipelines-auth-proxy,atlassian,Verified,prod,2020-08-12T00:55:15Z,,7739539,1,72766279,0001-01-01T00:00:00Z
pipelines-auth-proxy,atlassian,Verified,stg,2020-08-11T05:16:26Z,,7739539,1,72766279,0001-01-01T00:00:00Z
pipelines-auth-proxy,atlassian,Verified,ddev,2020-08-11T02:29:12Z,,7739539,1,72766279,0001-01-01T00:00:00Z
server,rancher,Verified,v1.6.18-patch1-rc3,2020-05-14T04:33:56Z,,404486599,609,72640897,0001-01-01T00:00:00Z
server,rancher,Verified,stable,2020-05-05T05:01:12Z,,404929140,609,72640897,0001-01-01T00:00:00Z
server,rancher,Verified,v1.6.30,2020-05-05T04:58:08Z,,404929140,609,72640897,0001-01-01T00:00:00Z
server,rancher,Verified,v1.6.29,2019-10-14T21:55:17Z,,404910531,609,72640897,0001-01-01T00:00:00Z
server,rancher,Verified,v1.6.28,2019-06-05T21:58:52Z,,404950204,609,72640897,0001-01-01T00:00:00Z
klipper-helm,rancher,Verified,v0.8.4-build20240523,2024-05-24T00:14:29Z,sha256:c2fd922a9a361ac5ec7ef225a46aaaad1e79ec3acc3cf176f60cd09a11683dd5,94407034,2,72542022,0001-01-01T00:00:00Z
klipper-helm,rancher,Verified,v0.8.4-build20240523-amd64,2024-05-24T00:14:22Z,sha256:70655df8551c85eee94ae3ff9bec65d90cacbbd6d2d02b12de75f55a1b1ea433,94407034,2,72542022,0001-01-01T00:00:00Z
klipper-helm,rancher,Verified,v0.8.4-build20240523-arm,2024-05-23T22:06:04Z,sha256:4ae5cc3f8c9b7a5a7c7966414cad4409eaafe7e1c78a8729984d465f794bb2cf,87714778,2,72542022,0001-01-01T00:00:00Z
klipper-helm,rancher,Verified,v0.8.4-build20240523-arm64,2024-05-23T21:57:19Z,sha256:e690c53f820c904f5f96496faf94bb4aeb06758fb82cce489a8f3487d76fd0d7,87260959,2,72542022,0001-01-01T00:00:00Z
klipper-helm,rancher,Verified,v0.8.3-build20240228,2024-02-29T00:02:15Z,sha256:87db3ad354905e6d31e420476467aefcd8f37d071a8f1c8a904f4743162ae546,91155319,2,72542022,0001-01-01T00:00:00Z
opensearch,opensearchproject,Verified,1,2024-05-15T19:39:24Z,sha256:a0a5876aab97a0137e9fe21f8856e6a6b93c873bb97e13b6a960c0b20e33a711,516481241,109,72521355,0001-01-01T00:00:00Z
opensearch,opensearchproject,Verified,1.3.16,2024-05-15T19:38:55Z,sha256:a0a5876aab97a0137e9fe21f8856e6a6b93c873bb97e13b6a960c0b20e33a711,516481241,109,72521355,0001-01-01T00:00:00Z
opensearch,opensearchproject,Verified,2,2024-05-14T20:11:32Z,sha256:96af4ace999e20f3f74b1675e501d7dba46f2e7c185cfcffd4626898b00e6743,948092932,109,72521355,0001-01-01T00:00:00Z
opensearch,opensearchproject,Verified,2.14.0,2024-05-14T20:06:11Z,sha256:96af4ace999e20f3f74b1675e501d7dba46f2e7c185cfcffd4626898b00e6743,948092932,109,72521355,0001-01-01T00:00:00Z
opensearch,opensearchproject,Verified,1.3.15,2024-04-15T19:38:45Z,sha256:9808108cdc2d6660077a6359d52020e4a7bb03b274817d6f8db7e7fdff625c05,508252360,109,72521355,0001-01-01T00:00:00Z
apache,bitnami,Verified,sha256-d0976164816a32d392d0d607089444d9f539c3ed48aed14862822ae3cae997bf,2024-05-13T18:22:57Z,sha256:8dba84e4a1fcb31e414368f890b67e6ae70e9002206ae3de43f4ae15116a5250,7967,93,70291876,0001-01-01T00:00:00Z
apache,bitnami,Verified,2.4.59-debian-12-r4,2024-05-13T18:22:56Z,sha256:d0976164816a32d392d0d607089444d9f539c3ed48aed14862822ae3cae997bf,73255826,93,70291876,0001-01-01T00:00:00Z
apache,bitnami,Verified,2.4.59,2024-05-13T18:22:55Z,sha256:d0976164816a32d392d0d607089444d9f539c3ed48aed14862822ae3cae997bf,73255826,93,70291876,0001-01-01T00:00:00Z
apache,bitnami,Verified,2.4-debian-12,2024-05-13T18:22:55Z,sha256:d0976164816a32d392d0d607089444d9f539c3ed48aed14862822ae3cae997bf,73255826,93,70291876,0001-01-01T00:00:00Z
apache,bitnami,Verified,2.4,2024-05-13T18:22:55Z,sha256:d0976164816a32d392d0d607089444d9f539c3ed48aed14862822ae3cae997bf,73255826,93,70291876,0001-01-01T00:00:00Z
confluence-server,atlassian,Verified,8.6-ubuntu-jdk17,2024-02-12T04:14:32Z,sha256:68885cab5b3885747b176fc990086d112e1b49f074bc6dde585819d225418972,1116200109,591,70193572,0001-01-01T00:00:00Z
confluence-server,atlassian,Verified,8.6.1-ubuntu-jdk17,2024-02-12T04:13:00Z,sha256:677f76e1be77231fadde48e7268f17f92864581e6a57c62f74b9d94ce6bc788f,1106029480,591,70193572,0001-01-01T00:00:00Z
confluence-server,atlassian,Verified,8.6-jdk17,2024-02-12T04:08:43Z,sha256:68885cab5b3885747b176fc990086d112e1b49f074bc6dde585819d225418972,1116200109,591,70193572,0001-01-01T00:00:00Z
confluence-server,atlassian,Verified,8.5.3-ubuntu-jdk17,2024-02-12T04:06:04Z,sha256:df587cf713f657b58574c9f8df5cc7cabf51bb0cd45a091d9366e7687839c901,1077517987,591,70193572,0001-01-01T00:00:00Z
confluence-server,atlassian,Verified,8.6.2-ubuntu-jdk17,2024-02-12T04:05:56Z,sha256:68885cab5b3885747b176fc990086d112e1b49f074bc6dde585819d225418972,1116200109,591,70193572,0001-01-01T00:00:00Z
consul-enterprise,hashicorp,Verified,1.18-ent,2024-05-17T20:01:40Z,sha256:2811a6aaf66d7f1bb90c6fe3061f8858406c5a477fa97712ff610a100610670e,87210592,4,70425118,0001-01-01T00:00:00Z
consul-enterprise,hashicorp,Verified,1.18.2-ent,2024-05-17T20:01:35Z,sha256:2811a6aaf66d7f1bb90c6fe3061f8858406c5a477fa97712ff610a100610670e,87210592,4,70425118,0001-01-01T00:00:00Z
consul-enterprise,hashicorp,Verified,1.18.2-ent-ubi,2024-05-17T20:01:17Z,sha256:5beb3a46fb25c4f7ea813f99023992bb743f84e44f9bc70ced41a22390e2b6d5,123619526,4,70425118,0001-01-01T00:00:00Z
consul-enterprise,hashicorp,Verified,1.15-ent,2024-05-17T18:29:52Z,sha256:e85496c22357cff92001bf91f16f1b357ea6f25638620cb9a80e2e4ee310059e,77376545,4,70425118,0001-01-01T00:00:00Z
consul-enterprise,hashicorp,Verified,1.15.12-ent,2024-05-17T18:29:45Z,sha256:e85496c22357cff92001bf91f16f1b357ea6f25638620cb9a80e2e4ee310059e,77376545,4,70425118,0001-01-01T00:00:00Z
mongodb-exporter,bitnami,Verified,sha256-f1fe93d9d12cf45f826c4e1c994da10f7924ecd64f96e0be5951085cd85fcffb,2024-05-14T00:26:27Z,sha256:9e71ad0a929f7f4ae586876877cecc25fb86114aedd2aa5c0500933d31c3e107,7967,12,69417632,0001-01-01T00:00:00Z
mongodb-exporter,bitnami,Verified,0.40.0-debian-12-r29,2024-05-14T00:26:25Z,sha256:f1fe93d9d12cf45f826c4e1c994da10f7924ecd64f96e0be5951085cd85fcffb,51441293,12,69417632,0001-01-01T00:00:00Z
mongodb-exporter,bitnami,Verified,0.40.0,2024-05-14T00:26:24Z,sha256:f1fe93d9d12cf45f826c4e1c994da10f7924ecd64f96e0be5951085cd85fcffb,51441293,12,69417632,0001-01-01T00:00:00Z
mongodb-exporter,bitnami,Verified,0-debian-12,2024-05-14T00:26:24Z,sha256:f1fe93d9d12cf45f826c4e1c994da10f7924ecd64f96e0be5951085cd85fcffb,51441293,12,69417632,0001-01-01T00:00:00Z
mongodb-exporter,bitnami,Verified,0,2024-05-14T00:26:23Z,sha256:f1fe93d9d12cf45f826c4e1c994da10f7924ecd64f96e0be5951085cd85fcffb,51441293,12,69417632,0001-01-01T00:00:00Z
cassandra,bitnami,Verified,sha256-5efb58cacb3a4c92124e6df14066160fb4ad46c3284aeece21780298755fb250,2024-05-20T19:11:59Z,sha256:b8ea7bca03858731bb441c53adbc2b21410c534778a9aaab420d2d129ad6f15c,7967,51,68743043,0001-01-01T00:00:00Z
cassandra,bitnami,Verified,4.1.5-debian-12-r0,2024-05-20T19:11:58Z,sha256:5efb58cacb3a4c92124e6df14066160fb4ad46c3284aeece21780298755fb250,381498973,51,68743043,0001-01-01T00:00:00Z
cassandra,bitnami,Verified,4.1.5,2024-05-20T19:11:58Z,sha256:5efb58cacb3a4c92124e6df14066160fb4ad46c3284aeece21780298755fb250,381498973,51,68743043,0001-01-01T00:00:00Z
cassandra,bitnami,Verified,4.1-debian-12,2024-05-20T19:11:57Z,sha256:5efb58cacb3a4c92124e6df14066160fb4ad46c3284aeece21780298755fb250,381498973,51,68743043,0001-01-01T00:00:00Z
cassandra,bitnami,Verified,4.1,2024-05-20T19:11:57Z,sha256:5efb58cacb3a4c92124e6df14066160fb4ad46c3284aeece21780298755fb250,381498973,51,68743043,0001-01-01T00:00:00Z
teamcity-server,jetbrains,Verified,2023.05.6,2024-05-30T14:44:56Z,sha256:7dc27a06ce234c3f60ac4c7dafee70792d2ca4c5d0c0d09548ef3856bacec46e,2409312246,593,68747601,0001-01-01T00:00:00Z
teamcity-server,jetbrains,Verified,2023.05.6-nanoserver-2004,2024-05-30T14:34:08Z,sha256:2a33b0f79400ca4663d77578e3cad6b0fc9e8bc1203aa5c385fbbd031199d761,2478380283,593,68747601,0001-01-01T00:00:00Z
teamcity-server,jetbrains,Verified,2023.05.6-nanoserver-1809,2024-05-30T14:18:28Z,sha256:b7b937c991cb6c8354f5ddf08ac729e471086eb5833ea0b7a6d3c26a166038e9,2527935744,593,68747601,0001-01-01T00:00:00Z
teamcity-server,jetbrains,Verified,2023.05.6-linux,2024-05-30T14:15:10Z,sha256:caf4d6f15e378b97b52a9d754efbc0d9f6f239b6a4c45497806cdf26e8da57a9,2409312246,593,68747601,0001-01-01T00:00:00Z
teamcity-server,jetbrains,Verified,2022.10.6,2024-05-30T13:07:31Z,sha256:f955351eeedf189abe40e9592cfa7ee2a0e04242a1ce3388356f262fd9a855a4,2371551188,593,68747601,0001-01-01T00:00:00Z
grafana,bitnami,Verified,sha256-089e2415b644e343cc8763b6cf3d9824598a466e4bf347dcbfee949a465bd1c9,2024-05-20T16:12:02Z,sha256:2d4a7ac388fd9647cf61d3ae69ce0f4b336be74ed1f250f4ab6b89a82de4dd86,7967,34,68503892,0001-01-01T00:00:00Z
grafana,bitnami,Verified,11.0.0-debian-12-r0,2024-05-20T16:12:01Z,sha256:089e2415b644e343cc8763b6cf3d9824598a466e4bf347dcbfee949a465bd1c9,201937794,34,68503892,0001-01-01T00:00:00Z
grafana,bitnami,Verified,11-debian-12,2024-05-20T16:12:00Z,sha256:089e2415b644e343cc8763b6cf3d9824598a466e4bf347dcbfee949a465bd1c9,201937794,34,68503892,0001-01-01T00:00:00Z
grafana,bitnami,Verified,11,2024-05-20T16:12:00Z,sha256:089e2415b644e343cc8763b6cf3d9824598a466e4bf347dcbfee949a465bd1c9,201937794,34,68503892,0001-01-01T00:00:00Z
grafana,bitnami,Verified,11.0.0,2024-05-20T16:12:00Z,sha256:089e2415b644e343cc8763b6cf3d9824598a466e4bf347dcbfee949a465bd1c9,201937794,34,68503892,0001-01-01T00:00:00Z
postgres-exporter,bitnami,Verified,sha256-dfb001baaf3c522dbbf9974116e09649831f9bcf4e50af76f05fb6b51caf9569,2024-05-29T08:19:31Z,sha256:c49362a9fad507b27a04f380e319fbf4687b95684ec3e4f0cd27c9e8701cf5db,7967,13,67068011,0001-01-01T00:00:00Z
postgres-exporter,bitnami,Verified,0.15.0-debian-12-r32,2024-05-29T08:19:30Z,sha256:dfb001baaf3c522dbbf9974116e09649831f9bcf4e50af76f05fb6b51caf9569,50245627,13,67068011,0001-01-01T00:00:00Z
postgres-exporter,bitnami,Verified,0.15.0,2024-05-29T08:19:29Z,sha256:dfb001baaf3c522dbbf9974116e09649831f9bcf4e50af76f05fb6b51caf9569,50245627,13,67068011,0001-01-01T00:00:00Z
postgres-exporter,bitnami,Verified,0-debian-12,2024-05-29T08:19:29Z,sha256:dfb001baaf3c522dbbf9974116e09649831f9bcf4e50af76f05fb6b51caf9569,50245627,13,67068011,0001-01-01T00:00:00Z
postgres-exporter,bitnami,Verified,0,2024-05-29T08:19:29Z,sha256:dfb001baaf3c522dbbf9974116e09649831f9bcf4e50af76f05fb6b51caf9569,50245627,13,67068011,0001-01-01T00:00:00Z
default-image,atlassian,Verified,4.20230906,2023-09-06T01:32:20Z,sha256:50233cc29af9aeb0f8b949064e82f5a81436f8e5a32bf32fb6626751d96884ac,405381215,82,66260250,0001-01-01T00:00:00Z
default-image,atlassian,Verified,4,2023-09-06T01:32:20Z,sha256:50233cc29af9aeb0f8b949064e82f5a81436f8e5a32bf32fb6626751d96884ac,405381215,82,66260250,0001-01-01T00:00:00Z
default-image,atlassian,Verified,4.20230726,2023-07-26T00:52:08Z,sha256:8388d59e0413ba2b974b40db5845aa9b7a9608f3731c44b69a57855ca54499ee,404061015,82,66260250,0001-01-01T00:00:00Z
default-image,atlassian,Verified,4.20230726-linux-amd64,2023-07-26T00:51:23Z,sha256:2cb0e76675ac41a0b7af296b63c8458162dfa552e95428b336a61ccb81deeb1b,404061015,82,66260250,0001-01-01T00:00:00Z
default-image,atlassian,Verified,4-linux-arm64,2023-07-26T00:51:17Z,sha256:c808c0b9ff78a013dec257ba10faa1f64e1ce3a6861c8d42a9506ec241a2257c,386823319,82,66260250,0001-01-01T00:00:00Z
system-agent-installer-rke2,rancher,Verified,v1.30.1-rke2r1,2024-05-22T23:20:55Z,sha256:4a4ef8cf65cb6e4e443f37b4c06632a906eee0593a717e1b68f922bdb265594c,34783674,3,67199453,0001-01-01T00:00:00Z
system-agent-installer-rke2,rancher,Verified,v1.30.1-rke2r1-windows-ltsc2022-amd64,2024-05-22T23:20:49Z,sha256:0bc8a15a5a39a8fe9a784f8d5cfa02636626fb0ff8642e9d1b5f441dc9c6133f,205775819,3,67199453,0001-01-01T00:00:00Z
system-agent-installer-rke2,rancher,Verified,v1.27.14-rke2r1,2024-05-22T23:20:43Z,sha256:c09155546575d1745488d48bc92f61a9a84066da6f71917177cb528517273e42,33304050,3,67199453,0001-01-01T00:00:00Z
system-agent-installer-rke2,rancher,Verified,v1.27.14-rke2r1-windows-ltsc2022-amd64,2024-05-22T23:20:27Z,sha256:a05a577a0cc2120f4fe56922a4ef191092f90be6bd3335dd0a918d2b3423c7a8,204523234,3,67199453,0001-01-01T00:00:00Z
system-agent-installer-rke2,rancher,Verified,v1.29.5-rke2r1,2024-05-22T23:19:56Z,sha256:825afe1e57937c69864f2325b3e7cf6c5c1253b98e44c40e29217ce310641257,34067375,3,67199453,0001-01-01T00:00:00Z
mirrored-metrics-server,rancher,Verified,v0.7.1,2024-05-31T06:01:35Z,sha256:657b41bc8140285846eafac0fad66eeaf2c203121e952b129d68dc1243b3e9b6,19471430,2,66202947,0001-01-01T00:00:00Z
mirrored-metrics-server,rancher,Verified,v0.7.1-s390x,2024-05-31T06:01:34Z,sha256:0486b869188109b7f2378cb9f113d1a57cb7e2695bee330e066c6f8f8882ac83,19059701,2,66202947,0001-01-01T00:00:00Z
mirrored-metrics-server,rancher,Verified,v0.7.1-arm,2024-05-31T06:01:30Z,sha256:0005eef9d3cbae59dc6d890d1158443cc05d0e0e99f716525dc85bcb80fc64f0,18423233,2,66202947,0001-01-01T00:00:00Z
mirrored-metrics-server,rancher,Verified,v0.7.1-arm64,2024-05-31T06:01:27Z,sha256:7f0fc3565b6d4655d078bb8e250d0423d7c79aeb05fbc71e1ffa6ff664264d70,17844682,2,66202947,0001-01-01T00:00:00Z
mirrored-metrics-server,rancher,Verified,v0.7.1-amd64,2024-05-31T06:01:24Z,sha256:31f034feb3f16062e93be7c40efc596553c89de172e2e412e588f02382388872,19471430,2,66202947,0001-01-01T00:00:00Z
docker-gc,circleci,Verified,0.2.1725-branch-58136d0,2024-05-31T15:21:45Z,sha256:803624cb5b8ed313f3353280c4c96f62ef34751a79ac32be46bf20faf0254ba1,3938654,6,64979255,0001-01-01T00:00:00Z
docker-gc,circleci,Verified,2.0,2024-05-31T15:20:42Z,sha256:4ef96157eafbda7782a74c34322a9ed3e28debd18cbb0dfd7b29953b8eef596d,3933570,6,64979255,0001-01-01T00:00:00Z
docker-gc,circleci,Verified,2.0.1724-6851bd8,2024-05-31T15:20:39Z,sha256:4ef96157eafbda7782a74c34322a9ed3e28debd18cbb0dfd7b29953b8eef596d,3933570,6,64979255,0001-01-01T00:00:00Z
docker-gc,circleci,Verified,0.2.1721-branch-a92d040,2024-05-31T14:28:31Z,sha256:76eca3ed9f0e5dc4d86e84e4351b0bcb2c14a7590bda9693ddaaf28efc086784,3938654,6,64979255,0001-01-01T00:00:00Z
docker-gc,circleci,Verified,0.2.1719-branch-e65f7a1,2024-05-30T19:33:30Z,sha256:d0cda73a6eede36301f946b5f57cf5d183389f01b3d2cf008c749165a708783d,3938648,6,64979255,0001-01-01T00:00:00Z
mattermost-team-edition,mattermost,Verified,9.9,2024-05-31T18:39:11Z,sha256:bb7523c532124a75d0704cebb9ba5a3323c1ff6e741cf014e7dffc1befb918a7,347756939,117,64886656,0001-01-01T00:00:00Z
mattermost-team-edition,mattermost,Verified,release-9,2024-05-31T18:39:06Z,sha256:bb7523c532124a75d0704cebb9ba5a3323c1ff6e741cf014e7dffc1befb918a7,347756939,117,64886656,0001-01-01T00:00:00Z
mattermost-team-edition,mattermost,Verified,release-9.9,2024-05-31T18:39:05Z,sha256:bb7523c532124a75d0704cebb9ba5a3323c1ff6e741cf014e7dffc1befb918a7,347756939,117,64886656,0001-01-01T00:00:00Z
mattermost-team-edition,mattermost,Verified,9.9.0,2024-05-31T18:39:03Z,sha256:bb7523c532124a75d0704cebb9ba5a3323c1ff6e741cf014e7dffc1befb918a7,347756939,117,64886656,0001-01-01T00:00:00Z
mattermost-team-edition,mattermost,Verified,9.9.0-rc4,2024-05-30T19:09:29Z,sha256:9c9bdf5e8b0825863732b9890005b47027f36d8078d6e61a08a46c4e8aff8977,347757056,117,64886656,0001-01-01T00:00:00Z
camunda-bpm-platform,camunda,Verified,wildfly-SNAPSHOT,2024-05-30T03:50:44Z,sha256:4fe4d7705b1a48ef20844b0a54afcab738e54ddeafbbf1a9fb2470849bf7e33b,375256988,136,64568751,0001-01-01T00:00:00Z
camunda-bpm-platform,camunda,Verified,wildfly-7.22.0-SNAPSHOT,2024-05-30T03:50:41Z,sha256:4fe4d7705b1a48ef20844b0a54afcab738e54ddeafbbf1a9fb2470849bf7e33b,375256988,136,64568751,0001-01-01T00:00:00Z
camunda-bpm-platform,camunda,Verified,SNAPSHOT,2024-05-30T03:49:49Z,sha256:ce944089227bc928d8ad9b4615ab2c7db16b62072ea11f78237eb9e06f4e5b75,151461423,136,64568751,0001-01-01T00:00:00Z
camunda-bpm-platform,camunda,Verified,7.22.0-SNAPSHOT,2024-05-30T03:49:48Z,sha256:ce944089227bc928d8ad9b4615ab2c7db16b62072ea11f78237eb9e06f4e5b75,151461423,136,64568751,0001-01-01T00:00:00Z
camunda-bpm-platform,camunda,Verified,tomcat-SNAPSHOT,2024-05-30T03:49:47Z,sha256:ce944089227bc928d8ad9b4615ab2c7db16b62072ea11f78237eb9e06f4e5b75,151461423,136,64568751,0001-01-01T00:00:00Z
hyperkube,rancher,Verified,v1.29.5-rancher1,2024-05-29T05:28:15Z,sha256:d215341ecc099b8b83d6590db74d67d627592b3e9871b73ac1f450c99675b23f,441580465,22,64070580,0001-01-01T00:00:00Z
hyperkube,rancher,Verified,v1.28.10-rancher1,2024-05-29T04:56:50Z,sha256:bc3f8a19edc808eb78780e983aee18ed8bac48d01a861e41c64daac07e1c8928,439397355,22,64070580,0001-01-01T00:00:00Z
hyperkube,rancher,Verified,v1.27.14-rancher1,2024-05-29T04:55:44Z,sha256:667640fd3fcd23a272de8f780f90de8a99541a4c77c0d171f2f0addf4d185ed5,453669678,22,64070580,0001-01-01T00:00:00Z
hyperkube,rancher,Verified,v1.29.3-rancher1,2024-04-26T22:58:55Z,sha256:ba39ae1fcf920015300b2eb55dd09766056f8db32422c157af4053e20d0b0540,460351238,22,64070580,0001-01-01T00:00:00Z
hyperkube,rancher,Verified,v1.29.3-rancher1-linux-arm64,2024-04-26T22:55:26Z,sha256:bb3fc8dd94c4bad1b1785acc5e031bd66b7c0de5a3c5c31815584dddd040135c,441473788,22,64070580,0001-01-01T00:00:00Z
openjdk,cimg,Verified,17.0.11-node,2024-04-19T16:24:43Z,sha256:69602ae6f9248e71fdd4105fa8d6ca0ccd351ac55709ecf0dfa5c92cb3b261f8,1039908129,8,62779697,0001-01-01T00:00:00Z
openjdk,cimg,Verified,17.0.11-browsers,2024-04-19T16:24:41Z,sha256:b536062e419fa84320ec4c22db62e9a91b3a147e7958f9a92a721dde017b84e0,1425510669,8,62779697,0001-01-01T00:00:00Z
openjdk,cimg,Verified,17.0.11,2024-04-19T16:24:41Z,sha256:3b3a7c21b4e94628ce8d1a460e7dca0b9ab6541bf165cfb53a22dea6d340d6d2,990638065,8,62779697,0001-01-01T00:00:00Z
openjdk,cimg,Verified,17.0-node,2024-04-19T16:24:39Z,sha256:69602ae6f9248e71fdd4105fa8d6ca0ccd351ac55709ecf0dfa5c92cb3b261f8,1039908129,8,62779697,0001-01-01T00:00:00Z
openjdk,cimg,Verified,17.0-browsers,2024-04-19T16:24:33Z,sha256:b536062e419fa84320ec4c22db62e9a91b3a147e7958f9a92a721dde017b84e0,1425510669,8,62779697,0001-01-01T00:00:00Z
compose,docker,Verified,debian-1.29.2,2021-05-10T11:45:59Z,,52217255,191,61970080,0001-01-01T00:00:00Z
compose,docker,Verified,1.29.2,2021-05-10T11:45:48Z,,29257860,191,61970080,0001-01-01T00:00:00Z
compose,docker,Verified,alpine-1.29.2,2021-05-10T11:45:47Z,,29257860,191,61970080,0001-01-01T00:00:00Z
compose,docker,Verified,debian-1.29.1,2021-04-14T17:08:52Z,,52208058,191,61970080,0001-01-01T00:00:00Z
compose,docker,Verified,1.29.1,2021-04-14T17:08:35Z,,29247233,191,61970080,0001-01-01T00:00:00Z
openjdk,circleci,Verified,11-buster-node-browsers-legacy,2021-12-18T00:45:20Z,,1633186399,11,61413027,0001-01-01T00:00:00Z
openjdk,circleci,Verified,11-jdk-buster-node-browsers-legacy,2021-12-18T00:45:19Z,,1633186399,11,61413027,0001-01-01T00:00:00Z
openjdk,circleci,Verified,11.0-buster-node-browsers-legacy,2021-12-18T00:45:19Z,,1633186399,11,61413027,0001-01-01T00:00:00Z
openjdk,circleci,Verified,11.0-jdk-buster-node-browsers-legacy,2021-12-18T00:45:18Z,,1633186399,11,61413027,0001-01-01T00:00:00Z
openjdk,circleci,Verified,11.0.13-buster-node-browsers-legacy,2021-12-18T00:45:17Z,,1633186399,11,61413027,0001-01-01T00:00:00Z
k8s-events-forwarder,newrelic,Verified,1.52.3,2024-05-21T08:51:59Z,sha256:ab294cfed15f807ef34239bc07a4820549ad890d47d408b9682856205efa31be,25468637,2,61664742,0001-01-01T00:00:00Z
k8s-events-forwarder,newrelic,Verified,build-arm64,2024-05-15T12:19:41Z,sha256:7c897260197da50791b4bfb9b2cc8d4ecb36b0f822ea2dd7e098c4440ee003e7,24034678,2,61664742,0001-01-01T00:00:00Z
k8s-events-forwarder,newrelic,Verified,build-arm,2024-05-15T12:19:25Z,sha256:8c903e1e4c1747d7fff066b2aaaf244cf8bc5443d5fd7c4e25b504021d608bb1,23611436,2,61664742,0001-01-01T00:00:00Z
k8s-events-forwarder,newrelic,Verified,build-amd64,2024-05-15T12:19:09Z,sha256:4abd7af249a49b88875bafb59185aa5954f0eb08cd5ce4c42bdd3b0f4878fe09,25468621,2,61664742,0001-01-01T00:00:00Z
k8s-events-forwarder,newrelic,Verified,1.52.3-rc,2024-05-15T07:56:15Z,sha256:ab294cfed15f807ef34239bc07a4820549ad890d47d408b9682856205efa31be,25468637,2,61664742,0001-01-01T00:00:00Z
consul,hashicorp,Verified,1.18,2024-05-17T14:44:17Z,sha256:946dd0c97e4312dc61574ac25e21e1af8a4d3f6917ac6249e32ebfafdcd01049,78404607,66,61002611,0001-01-01T00:00:00Z
consul,hashicorp,Verified,1.18.2,2024-05-17T14:44:11Z,sha256:946dd0c97e4312dc61574ac25e21e1af8a4d3f6917ac6249e32ebfafdcd01049,78404607,66,61002611,0001-01-01T00:00:00Z
consul,hashicorp,Verified,1.18.2-ubi,2024-05-17T14:43:15Z,sha256:a201e008131799da14848c419a8fad37f3776f9fdc414820b4fb199ad296a112,118516313,66,61002611,0001-01-01T00:00:00Z
consul,hashicorp,Verified,1.18.1,2024-03-26T23:24:22Z,sha256:cec07d239898707600ce3d502e72e803759950d0645009ff0156ca32ec5854c1,79534679,66,61002611,0001-01-01T00:00:00Z
consul,hashicorp,Verified,1.18.1-ubi,2024-03-26T23:23:24Z,sha256:4a50c0606e6de24d988cb7314257d17486f95a30329fd5298f29d82439d13bd4,115429153,66,61002611,0001-01-01T00:00:00Z
youtrack,jetbrains,Verified,2024.1.32323,2024-05-23T16:59:22Z,sha256:a7a4a5866dce81827d557c6063433fcb71878e68be61ac214575f510b2c1b867,1035286641,248,60448622,0001-01-01T00:00:00Z
youtrack,jetbrains,Verified,2024.1.29548,2024-04-29T08:52:01Z,sha256:274a4eaac617e685ab862208961a6c58d5e38ce674cbb048e0541737a8e0b11b,1035281460,248,60448622,0001-01-01T00:00:00Z
youtrack,jetbrains,Verified,2024.1.28928,2024-04-22T10:19:53Z,sha256:9329847b4944efa285a9d35b3cb10b4f67868b114b3da2e20ef04521e7f7f12b,1034101484,248,60448622,0001-01-01T00:00:00Z
youtrack,jetbrains,Verified,2024.1.27971,2024-04-09T14:25:54Z,sha256:73fa50da55be9fdeea888e7b5b48376b480d97bb2ae99644ba235d21095c0074,1034017584,248,60448622,0001-01-01T00:00:00Z
youtrack,jetbrains,Verified,2024.1.26888,2024-03-20T13:39:21Z,sha256:0cf9774dddd0d0e06119ceab90d03ebcc019e9b15426f9dba984177c2b943630,1033940701,248,60448622,0001-01-01T00:00:00Z
